exit_status,runid,read_id,filename,barcode,accuracy,identity,model,name,start,end,coverage,URL,categories,seq_id,seq_len,taxon,taxon_id,cluster_id
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,7b4e8485-f55f-4899-bcd0-ff5765e5e8b1,highQuality-reads100_batch5_3.fastq,none,75.71,84.7,rRNA mutation model,Escherichia coli 16S rRNA mutation in the rrsB gene conferring resistance to G418,689,1538,55.058,https://card.mcmaster.ca/ontology/39981,aminoglycoside resistance gene. antibiotic resistant gene variant or mutant,2310,1542,Escherichia coli K-12,83333,141
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,ead1639c-c2b4-4399-b64d-cb921465190c,highQuality-reads100_batch5_3.fastq,none,76.35,83.7,rRNA mutation model,Helicobacter pylori 16S rRNA mutation conferring resistance to tetracycline,539,971,49.057,https://card.mcmaster.ca/ontology/40112,tetracycline resistance gene. antibiotic resistant gene variant or mutant,2355,1501,Helicobacter pylori 26695,85962,153
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,39aa7ad4-f9c2-4c63-b3fb-9925a4a0d723,highQuality-reads100_batch5_3.fastq,none,69.94,75.07,protein variant model,Enteroccocus faecium EF-Tu mutants conferring resistance to GE2270A,85,1163,84.748,https://card.mcmaster.ca/ontology/40022,elfamycin resistance gene. antibiotic resistant gene variant or mutant,2260,1272,Enterococcus faecium DO,333849,220
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,3fe67da5-74c0-4d67-a044-7eec2cba5f05,highQuality-reads100_batch5_3.fastq,none,80.17,88.37,rRNA mutation model,Neisseria meningitidis 16S rRNA mutation conferring resistance to spectinomycin,7,1148,95.819,https://card.mcmaster.ca/ontology/40099,aminoglycoside resistance gene. antibiotic resistant gene variant or mutant,2343,1544,Neisseria meningitidis,487,141
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,21ce9b08-ed19-4c12-b2d7-583ee4262d7e,highQuality-reads100_batch5_3.fastq,none,74.22,82.04,rRNA mutation model,Mycobacterium tuberculosis 16S rRNA mutation conferring resistance to amikacin,341,1537,77.814,https://card.mcmaster.ca/ontology/40077,aminoglycoside resistance gene. antibiotic resistant gene variant or mutant,2321,1537,Mycobacterium tuberculosis H37Rv,83332,146
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,bab6e94e-9c04-4ef0-9550-239c10e66190,highQuality-reads100_batch5_3.fastq,none,79.43,85.28,rRNA mutation model,Propionibacterium acnes 16S rRNA mutation conferring resistance to tetracycline,0,166,51.652,https://card.mcmaster.ca/ontology/40101,tetracycline resistance gene. antibiotic resistant gene variant or mutant,2336,1486,Propionibacterium acnes,1747,146
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,7d3a7188-bb81-4b6f-aa12-411a0cf2ad22,highQuality-reads100_batch5_3.fastq,none,69.36,77.88,protein variant model,Enteroccocus faecium EF-Tu mutants conferring resistance to GE2270A,310,872,51,https://card.mcmaster.ca/ontology/40022,elfamycin resistance gene. antibiotic resistant gene variant or mutant,2260,1272,Enterococcus faecium DO,333849,220
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,814d069c-8604-4921-882a-71205aa98203,highQuality-reads100_batch5_3.fastq,none,79.09,83.9,protein variant model,Pseudomonas aeruginosa gyrA conferring resistance to fluoroquinolones,2132,2715,74.868,https://card.mcmaster.ca/ontology/40319,fluoroquinolone resistance gene. antibiotic resistant gene variant or mutant,2257,2772,Pseudomonas aeruginosa PAO1,208964,47
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,35c4c796-2580-4c85-89a6-81af155d4b04,highQuality-reads100_batch5_3.fastq,none,84.07,87.98,protein variant model,Mycobacterium tuberculosis rpoB mutants conferring resistance to rifampicin,3026,3395,75.397,https://card.mcmaster.ca/ontology/39867,antibiotic resistant gene variant or mutant. rifampin resistance gene,2246,3520,Mycobacterium tuberculosis H37Rv,83332,8
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,36054483-b30e-4aff-8d87-56101ff68e37,highQuality-reads100_batch5_3.fastq,none,75.35,82.42,protein variant model,Escherichia coli EF-Tu mutants conferring resistance to kirromycin,15,1163,96.878,https://card.mcmaster.ca/ontology/39952,elfamycin resistance gene. antibiotic resistant gene variant or mutant,2203,1185,Escherichia coli,562,242
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,160c7871-ac96-4fdf-b6bb-51ca816b41dc_1,highQuality-reads100_batch5_3.fastq,none,84.62,88.19,rRNA mutation model,Neisseria gonorrhoeae 16S rRNA mutation conferring resistance to spectinomycin,601,838,21.936,https://card.mcmaster.ca/ontology/40097,aminoglycoside resistance gene. antibiotic resistant gene variant or mutant,2323,1545,Neisseria gonorrhoeae,485,141
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,377e3b58-d141-4203-a818-34fe9eb78bf5,highQuality-reads100_batch5_3.fastq,none,75.29,81.32,protein variant model,Planobispora rosea EF-Tu mutants conferring resistance to inhibitor GE2270A,42,710,64.857,https://card.mcmaster.ca/ontology/39945,elfamycin resistance gene. antibiotic resistant gene variant or mutant,2272,1194,Planobispora rosea,35762,265
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,d3603ce0-57bf-4c4c-89e7-c5f00a44ee82,highQuality-reads100_batch5_3.fastq,none,83.7,86.36,protein variant model,Salmonella serovars gyrB conferring resistance to fluoroquinolone,801,1023,90,https://card.mcmaster.ca/ontology/39891,fluoroquinolone resistance gene. antibiotic resistant gene variant or mutant,2241,2416,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,99287,69
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,ada85480-0614-460c-895a-34956e879dd5,highQuality-reads100_batch5_3.fastq,none,91.43,97.18,rRNA mutation model,Mycobacterium chelonae 16S rRNA mutation conferring resistance to amikacin,306,790,94.919,https://card.mcmaster.ca/ontology/40116,aminoglycoside resistance gene. antibiotic resistant gene variant or mutant,2328,1441,Mycobacterium,1763,146
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,cee464aa-7ca5-4095-a05a-f9d0694df475,highQuality-reads100_batch5_3.fastq,none,78.92,83.88,rRNA mutation model,Helicobacter pylori 16S rRNA mutation conferring resistance to tetracycline,927,1310,92.079,https://card.mcmaster.ca/ontology/40112,tetracycline resistance gene. antibiotic resistant gene variant or mutant,2355,1501,Helicobacter pylori 26695,85962,153
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,2d43eaa4-4f2b-4a80-8180-f96486bc906d,highQuality-reads100_batch5_31.fastq,none,83.46,87.5,protein variant model,Mycobacterium tuberculosis rpoB mutants conferring resistance to rifampicin,2280,2796,88.339,https://card.mcmaster.ca/ontology/39867,antibiotic resistant gene variant or mutant. rifampin resistance gene,2246,3520,Mycobacterium tuberculosis H37Rv,83332,8
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,04ed46e0-4662-41c8-8928-9ad52a04608d,highQuality-reads100_batch5_31.fastq,none,82.24,87.34,rRNA mutation model,Helicobacter pylori 16S rRNA mutation conferring resistance to tetracycline,2,816,54.231,https://card.mcmaster.ca/ontology/40112,tetracycline resistance gene. antibiotic resistant gene variant or mutant,2355,1501,Helicobacter pylori 26695,85962,153
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,b67634b9-3fce-4c27-bf0d-be6cba02e903,highQuality-reads100_batch5_31.fastq,none,85.01,91.39,rRNA mutation model,Helicobacter pylori 16S rRNA mutation conferring resistance to tetracycline,417,887,93.426,https://card.mcmaster.ca/ontology/40112,tetracycline resistance gene. antibiotic resistant gene variant or mutant,2355,1501,Helicobacter pylori 26695,85962,153
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,70e095c5-6f20-4442-ae49-645352588dd1,highQuality-reads100_batch5_31.fastq,none,82.05,87.84,rRNA mutation model,Neisseria meningitidis 16S rRNA mutation conferring resistance to spectinomycin,908,1170,98.885,https://card.mcmaster.ca/ontology/40099,aminoglycoside resistance gene. antibiotic resistant gene variant or mutant,2343,1544,Neisseria meningitidis,487,141
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,eaf214cd-5f93-42c1-901a-fd4f93bcf846,highQuality-reads100_batch5_31.fastq,none,95.68,97.79,rRNA mutation model,Mycobacterium smegmatis 16S rRNA mutation in the rrsA gene conferring resistance to kanamycin A,748,1070,98.762,https://card.mcmaster.ca/ontology/40145,aminoglycoside resistance gene. antibiotic resistant gene variant or mutant,2333,1528,Mycobacterium smegmatis str. MC2 155,246196,146
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,2742d290-1e0b-46b5-8b95-d16913efc314,highQuality-reads100_batch5_31.fastq,none,75.94,82.97,rRNA mutation model,Escherichia coli 16S rRNA mutation conferring resistance to edeine,867,1361,32.036,https://card.mcmaster.ca/ontology/39807,polyamine resistance gene. antibiotic resistant gene variant or mutant. peptide antibiotic resistance gene,2347,1542,Escherichia coli K-12,83333,141
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,32d7cb7a-d027-45fd-8261-809e76376512,highQuality-reads100_batch5_31.fastq,none,81.01,89.51,rRNA mutation model,Mycobacterium abscessus 16S rRNA mutation conferring resistance to amikacin,654,955,20.013,https://card.mcmaster.ca/ontology/39823,aminoglycoside resistance gene. antibiotic resistant gene variant or mutant,2348,1504,Mycobacterium abscessus,36809,146
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,e068b5c8-2eb8-42eb-ae0d-f040d6f3d322,highQuality-reads100_batch5_31.fastq,none,74.01,80.91,rRNA mutation model,Helicobacter pylori 16S rRNA mutation conferring resistance to tetracycline,547,1032,32.312,https://card.mcmaster.ca/ontology/40112,tetracycline resistance gene. antibiotic resistant gene variant or mutant,2355,1501,Helicobacter pylori 26695,85962,153
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,b000e116-a3b2-4116-8ac1-9ae86b304c2f,highQuality-reads100_batch5_31.fastq,none,76.45,84.86,rRNA mutation model,Helicobacter pylori 16S rRNA mutation conferring resistance to tetracycline,95,330,49.342,https://card.mcmaster.ca/ontology/40112,tetracycline resistance gene. antibiotic resistant gene variant or mutant,2355,1501,Helicobacter pylori 26695,85962,153
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,ba73a4a1-1c79-4e53-9c10-ee7615e703ac,highQuality-reads100_batch5_31.fastq,none,96.92,98.44,rRNA mutation model,Escherichia coli 16S rRNA mutation in the rrsB gene conferring resistance to neomycin,4,68,7.602,https://card.mcmaster.ca/ontology/39986,aminoglycoside resistance gene. antibiotic resistant gene variant or mutant,2309,1542,Escherichia coli K-12,83333,141
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,178f6b1d-5194-4e2c-88e8-8e8cfb2aeadf,highQuality-reads100_batch5_31.fastq,none,83.33,87.3,protein homolog model,mexF,1212,1469,99.234,https://card.mcmaster.ca/ontology/37184,efflux pump conferring antibiotic resistance,1033,3190,Pseudomonas aeruginosa PAO1,208964,20
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,16d52ec6-35d6-419b-9377-304868c3a50f,highQuality-reads100_batch5_31.fastq,none,69.93,82.57,rRNA mutation model,Salmonella enterica serovar Typhimurium 16S rRNA mutation in the rrsD gene conferring resistance to spectinomycin,429,1291,55.829,https://card.mcmaster.ca/ontology/40114,aminoglycoside resistance gene. antibiotic resistant gene variant or mutant,2340,1544,Salmonella enterica subsp. salamae,59202,141
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,fdd5d717-9d99-4a61-b944-239be9f0622c,highQuality-reads100_batch5_31.fastq,none,77.23,85.9,rRNA mutation model,Helicobacter pylori 16S rRNA mutation conferring resistance to tetracycline,123,1226,73.484,https://card.mcmaster.ca/ontology/40112,tetracycline resistance gene. antibiotic resistant gene variant or mutant,2355,1501,Helicobacter pylori 26695,85962,153
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,3cbf353b-8adf-47ee-a1a4-70dbfd0dfbf6,highQuality-reads100_batch5_31.fastq,none,86.93,90.48,protein homolog model,mel,181,485,31.191,https://card.mcmaster.ca/ontology/36910,efflux pump conferring antibiotic resistance,1095,1465,Streptococcus pneumoniae Taiwan19F-14,487213,170
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,606a0f62-c1cd-419c-af91-66d1d7d22733,highQuality-reads100_batch5_31.fastq,none,81.25,87.05,protein variant model,Mycobacterium tuberculosis gyrA conferring resistance to fluoroquinolones,1716,1950,99.567,https://card.mcmaster.ca/ontology/39879,fluoroquinolone resistance gene. antibiotic resistant gene variant or mutant,2264,2518,Mycobacterium tuberculosis H37Rv,83332,62
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,390093d2-f8c3-4ccb-8218-0333c4c93c26,highQuality-reads100_batch5_31.fastq,none,79.83,84.44,rRNA mutation model,Escherichia coli 16S rRNA mutation in the rrsB gene conferring resistance to kanamycin A,738,1204,97.665,https://card.mcmaster.ca/ontology/39983,aminoglycoside resistance gene. antibiotic resistant gene variant or mutant,2316,1542,Escherichia coli K-12,83333,141
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,2b124043-e869-4417-bcba-431144837529,highQuality-reads100_batch5_31.fastq,none,82.65,86.4,protein homolog model,Streptomyces cinnamoneus EF-Tu mutants conferring resistance to elfamycin,759,1192,68.498,https://card.mcmaster.ca/ontology/39943,elfamycin resistance gene. antibiotic resistant gene variant or mutant. gene involved in self resistance to antibiotic,0015,1194,Streptomyces cinnamoneus,53446,265
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,0e4f1504-58ea-4bef-a92e-628cc813a4c1,highQuality-reads100_batch5_31.fastq,none,85,91.07,rRNA mutation model,Neisseria gonorrhoeae 16S rRNA mutation conferring resistance to spectinomycin,478,714,94.606,https://card.mcmaster.ca/ontology/40097,aminoglycoside resistance gene. antibiotic resistant gene variant or mutant,2323,1545,Neisseria gonorrhoeae,485,141
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,c0076274-3ee9-4604-96ea-abb1a649682f,highQuality-reads100_batch5_31.fastq,none,87.38,89.97,rRNA mutation model,Chlamydophila psittaci 16S rRNA mutation conferring resistance to spectinomycin,0,1505,99.867,https://card.mcmaster.ca/ontology/40087,aminoglycoside resistance gene. antibiotic resistant gene variant or mutant,2325,1507,Chlamydia psittaci 6BC,331636,152
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,2d548e45-8377-40f7-a00b-cf978c2a0431,highQuality-reads100_batch5_31.fastq,none,79.55,86.42,rRNA mutation model,Escherichia coli 16S rRNA mutation in the rrsH gene conferring resistance to spectinomycin,879,1393,84.034,https://card.mcmaster.ca/ontology/39956,aminoglycoside resistance gene. antibiotic resistant gene variant or mutant,2324,1542,Escherichia coli K-12,83333,141
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,7ed2d59a-cdf3-4983-b686-9127036449bf,highQuality-reads100_batch5_31.fastq,none,77.33,85.77,rRNA mutation model,Escherichia coli 16S rRNA mutation in the rrnB gene conferring resistance to spectinomycin,673,1243,90.491,https://card.mcmaster.ca/ontology/39961,aminoglycoside resistance gene. antibiotic resistant gene variant or mutant,2313,1542,Escherichia coli K-12,83333,141
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,2ba26239-c295-4e57-8a11-4ae5c19bda85,highQuality-reads100_batch5_31.fastq,none,83.69,89.18,rRNA mutation model,Neisseria meningitidis 16S rRNA mutation conferring resistance to spectinomycin,49,368,99.045,https://card.mcmaster.ca/ontology/40099,aminoglycoside resistance gene. antibiotic resistant gene variant or mutant,2343,1544,Neisseria meningitidis,487,141
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,ad0febe0-51f6-443b-a1f6-465390c906cd,highQuality-reads100_batch5_31.fastq,none,73.79,80.34,protein variant model,Planobispora rosea EF-Tu mutants conferring resistance to inhibitor GE2270A,152,1030,73.534,https://card.mcmaster.ca/ontology/39945,elfamycin resistance gene. antibiotic resistant gene variant or mutant,2272,1194,Planobispora rosea,35762,265
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,005e6507-c949-4654-aad5-e989f7407074,highQuality-reads100_batch5_31.fastq,none,89.86,96.73,protein homolog model,sul1,188,479,34.602,https://card.mcmaster.ca/ontology/36549,sulfonamide resistance gene. antibiotic target replacement protein,0004,841,Vibrio fluvialis,676,505
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,5a8d1822-2682-49b1-a95a-0cad181b41b8,highQuality-reads100_batch5_31.fastq,none,80.72,87.9,rRNA mutation model,Neisseria meningitidis 16S rRNA mutation conferring resistance to spectinomycin,101,392,94.872,https://card.mcmaster.ca/ontology/40099,aminoglycoside resistance gene. antibiotic resistant gene variant or mutant,2343,1544,Neisseria meningitidis,487,141
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,6ab41c7f-316f-490f-b9e7-c76b2876ac9e,highQuality-reads100_batch5_31.fastq,none,71.59,81.4,rRNA mutation model,Helicobacter pylori 16S rRNA mutation conferring resistance to tetracycline,113,1274,77.348,https://card.mcmaster.ca/ontology/40112,tetracycline resistance gene. antibiotic resistant gene variant or mutant,2355,1501,Helicobacter pylori 26695,85962,153
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,a47546e7-2293-4047-a577-2632729e5e1a,highQuality-reads100_batch5_31.fastq,none,82.76,88.39,rRNA mutation model,Neisseria gonorrhoeae 16S rRNA mutation conferring resistance to spectinomycin,686,1046,86.651,https://card.mcmaster.ca/ontology/40097,aminoglycoside resistance gene. antibiotic resistant gene variant or mutant,2323,1545,Neisseria gonorrhoeae,485,141
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,cf6a0cb8-aff7-466f-a8f2-c35e5ef117e0,highQuality-reads100_batch5_31.fastq,none,75.57,82.16,protein homolog model,aminocoumarin resistant alaS,1971,2519,42.105,https://card.mcmaster.ca/ontology/40521,aminocoumarin resistance gene,1919,2631,Escherichia coli str. K-12 substr. MG1655,511145,55
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,c2a359c0-0897-4908-a466-c57cb35ae578,highQuality-reads100_batch5_31.fastq,none,85.04,88.11,protein homolog model,mefB,276,839,99.126,https://card.mcmaster.ca/ontology/39681,efflux pump conferring antibiotic resistance,1405,1231,Escherichia coli,562,240
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,90ad8069-1aa8-43da-abed-2636a73c4664,highQuality-reads100_batch5_31.fastq,none,91.15,96.19,rRNA mutation model,Mycobacterium smegmatis 16S rRNA mutation in the rrsA gene conferring resistance to neomycin,450,744,99.01,https://card.mcmaster.ca/ontology/40146,aminoglycoside resistance gene. antibiotic resistant gene variant or mutant,2331,1528,Mycobacterium smegmatis str. MC2 155,246196,146
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,42323c2a-7f1f-401d-a58e-da64ff39b787,highQuality-reads100_batch5_31.fastq,none,80.74,84.95,protein variant model,Mycobacterium tuberculosis gyrA conferring resistance to fluoroquinolones,832,1678,94.519,https://card.mcmaster.ca/ontology/39879,fluoroquinolone resistance gene. antibiotic resistant gene variant or mutant,2264,2518,Mycobacterium tuberculosis H37Rv,83332,62
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,59e8c07c-8eb5-4e3e-90a2-6d4dd4d2d97c,highQuality-reads100_batch5_31.fastq,none,75.9,82.43,rRNA mutation model,Mycobacterium smegmatis 16S rRNA mutation in the rrsA gene conferring resistance to kanamycin A,8,565,41.224,https://card.mcmaster.ca/ontology/40145,aminoglycoside resistance gene. antibiotic resistant gene variant or mutant,2333,1528,Mycobacterium smegmatis str. MC2 155,246196,146
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,9efc0b0c-10bf-49d7-96f6-7dfe714aee16,highQuality-reads100_batch5_31.fastq,none,90.91,96,protein homolog model,aadA,80,212,60.68,https://card.mcmaster.ca/ontology/39001,aminoglycoside resistance gene. antibiotic inactivation enzyme,2069,975,Escherichia coli UMNK88,696406,387
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,b8ac1727-5140-4831-8a16-7205e843ae19,highQuality-reads100_batch5_31.fastq,none,96.33,97.67,protein homolog model,APH(3'')-Ib,100,317,93.913,https://card.mcmaster.ca/ontology/39039,aminoglycoside resistance gene. antibiotic inactivation enzyme,1274,805,Pseudomonas aeruginosa,287,552
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,fbcaec16-676c-4431-b6f7-efa9870832c7,highQuality-reads100_batch5_31.fastq,none,86.59,88.38,protein variant model,Planobispora rosea EF-Tu mutants conferring resistance to inhibitor GE2270A,849,1092,22.303,https://card.mcmaster.ca/ontology/39945,elfamycin resistance gene. antibiotic resistant gene variant or mutant,2272,1194,Planobispora rosea,35762,265
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,73804bcf-7c59-41b6-9462-6b131ce62263,highQuality-reads100_batch5_47.fastq,none,90.77,93.65,rRNA mutation model,Mycobacterium abscessus 16S rRNA mutation conferring resistance to amikacin,1310,1375,6.201,https://card.mcmaster.ca/ontology/39823,aminoglycoside resistance gene. antibiotic resistant gene variant or mutant,2348,1504,Mycobacterium abscessus,36809,146
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,48f82874-c2e3-4128-9209-61ea67cc109c,highQuality-reads100_batch5_47.fastq,none,78.22,86.3,rRNA mutation model,Mycobacterium chelonae 16S rRNA mutation conferring resistance to amikacin,629,1032,96.028,https://card.mcmaster.ca/ontology/40116,aminoglycoside resistance gene. antibiotic resistant gene variant or mutant,2328,1441,Mycobacterium,1763,146
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,87a43ed3-c997-467e-b160-fb079362df58,highQuality-reads100_batch5_47.fastq,none,79.32,87.04,rRNA mutation model,Chlamydophila psittaci 16S rRNA mutation conferring resistance to spectinomycin,861,1087,72.756,https://card.mcmaster.ca/ontology/40087,aminoglycoside resistance gene. antibiotic resistant gene variant or mutant,2325,1507,Chlamydia psittaci 6BC,331636,152
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,10c0cec9-58d5-4bef-b7c1-e61cf3c43898,highQuality-reads100_batch5_47.fastq,none,91.11,94.18,protein homolog model,OXA-368,620,1166,23.11,https://card.mcmaster.ca/ontology/37955,beta-lactam resistance gene. antibiotic inactivation enzyme,1165,2721,Aeromonas sobria,646,49
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,9b1d191b-7907-4bb0-b9c7-1c4ff8fb6fdb,highQuality-reads100_batch5_47.fastq,none,85.28,90.26,rRNA mutation model,Neisseria gonorrhoeae 16S rRNA mutation conferring resistance to spectinomycin,812,970,100,https://card.mcmaster.ca/ontology/40097,aminoglycoside resistance gene. antibiotic resistant gene variant or mutant,2323,1545,Neisseria gonorrhoeae,485,141
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,b6c568c7-eecc-41ca-aed2-33e1bd9a07ab,highQuality-reads100_batch5_47.fastq,none,85.43,91.34,rRNA mutation model,Neisseria gonorrhoeae 16S rRNA mutation conferring resistance to spectinomycin,410,646,97.581,https://card.mcmaster.ca/ontology/40097,aminoglycoside resistance gene. antibiotic resistant gene variant or mutant,2323,1545,Neisseria gonorrhoeae,485,141
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,e2b68e97-6de0-4b3b-8390-9a2eaeaec57a,highQuality-reads100_batch5_47.fastq,none,79.05,84.93,rRNA mutation model,Neisseria meningitidis 16S rRNA mutation conferring resistance to spectinomycin,1044,1534,31.736,https://card.mcmaster.ca/ontology/40099,aminoglycoside resistance gene. antibiotic resistant gene variant or mutant,2343,1544,Neisseria meningitidis,487,141
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,45290229-74b7-4dc3-b378-8e8ca1a63a0c,highQuality-reads100_batch5_47.fastq,none,86.46,88.39,rRNA mutation model,Escherichia coli 16S rRNA mutation in the rrsB gene conferring resistance to tobramycin,905,1132,93.388,https://card.mcmaster.ca/ontology/39992,aminoglycoside resistance gene. antibiotic resistant gene variant or mutant,2349,1542,Escherichia coli K-12,83333,141
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,cf4ecdf6-4c39-468a-8a5b-cc8f3cb196ae,highQuality-reads100_batch5_47.fastq,none,72.08,85.71,rRNA mutation model,Borrelia burgdorferi 16S rRNA mutation conferring resistance to gentamicin,312,581,18.213,https://card.mcmaster.ca/ontology/40106,aminoglycoside resistance gene. antibiotic resistant gene variant or mutant,2354,1477,Borrelia burgdorferi,139,163
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,6141feab-5902-45f9-9fb7-cac98316d4aa,highQuality-reads100_batch5_47.fastq,none,72.89,88.97,rRNA mutation model,Chlamydophila psittaci 16S rRNA mutation conferring resistance to spectinomycin,780,1087,20.372,https://card.mcmaster.ca/ontology/40087,aminoglycoside resistance gene. antibiotic resistant gene variant or mutant,2325,1507,Chlamydia psittaci 6BC,331636,152
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,3a349e27-da52-4f2f-afb0-d523ef4715b1,highQuality-reads100_batch5_47.fastq,none,79.64,88,rRNA mutation model,Escherichia coli 16S rRNA mutation in the rrnB gene conferring resistance to spectinomycin,422,636,79.31,https://card.mcmaster.ca/ontology/39961,aminoglycoside resistance gene. antibiotic resistant gene variant or mutant,2313,1542,Escherichia coli K-12,83333,141
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,9a76fa7b-abc9-4185-af36-673eff3887cc,highQuality-reads100_batch5_47.fastq,none,77.61,84.69,rRNA mutation model,Mycobacterium smegmatis 16S rRNA mutation in the rrsB gene conferring resistance to streptomycin,887,1528,62.671,https://card.mcmaster.ca/ontology/40143,aminoglycoside resistance gene. antibiotic resistant gene variant or mutant,2329,1528,Mycobacterium smegmatis str. MC2 155,246196,146
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,564994d5-2881-41c6-b511-e4e165fce03c,highQuality-reads100_batch5_47.fastq,none,69.63,78.66,rRNA mutation model,Escherichia coli 16S rRNA mutation in the rrsB gene conferring resistance to streptomycin,242,1418,76.265,https://card.mcmaster.ca/ontology/39989,aminoglycoside resistance gene. antibiotic resistant gene variant or mutant,2322,1542,Escherichia coli K-12,83333,141
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,08bac579-56b3-46fc-ae31-ca877dbddf8f,highQuality-reads100_batch5_47.fastq,none,78.81,85.32,rRNA mutation model,Helicobacter pylori 16S rRNA mutation conferring resistance to tetracycline,445,675,95.319,https://card.mcmaster.ca/ontology/40112,tetracycline resistance gene. antibiotic resistant gene variant or mutant,2355,1501,Helicobacter pylori 26695,85962,153
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,55ba00a4-6bbc-4d88-bf97-ef56ae2ea592,highQuality-reads100_batch5_47.fastq,none,91.3,95.45,rRNA mutation model,Mycobacterium smegmatis 16S rRNA mutation in the rrsA gene conferring resistance to kanamycin A,1415,1528,11.325,https://card.mcmaster.ca/ontology/40145,aminoglycoside resistance gene. antibiotic resistant gene variant or mutant,2333,1528,Mycobacterium smegmatis str. MC2 155,246196,146
